AC,FEIJO,87.00
AC,RIO BRANCO,241.00
AC,RIO BRANCO,163.00
AC,PORTO ACRE,209.00
AL,PENEDO,124.00
AL,MACEIO,85.00
AL,OLIVENCA,341.00
AL,PORTO CALVO,124.00
AL,OLHO D'AGUA DO CASADO,124.00
AL,MARIBONDO,182.00
AL,PARIPUEIRA,131.00
AL,CAMPO ALEGRE,124.00
AL,MACEIO,248.00
AL,FLEXEIRAS,85.00
AL,CORURIPE,163.00
AL,GIRAU DO PONCIANO,377.00
AL,MACEIO,202.00
AL,BELO MONTE,329.00
AM,MANAUS,163.00
AM,SAO SEBASTIAO DO UATUMA,293.00
AM,SAO GABRIEL DA CACHOEIRA,422.00
AM,SANTA ISABEL DO RIO NEGRO,314.00
AM,GUAJARA,172.00
AM,MANAUS,333.00
AM,BORBA,85.00
AM,PARINTINS,752.00
AM,NOVA OLINDA DO NORTE,124.00
AM,TEFE,124.00
AM,ITACOATIARA,397.00
AM,CANUTAMA,427.00
AM,COARI,241.00
AP,AMAPARI,87.00
BA,IPIRA,124.00
BA,PORTO SEGURO,124.00
BA,EUCLIDES DA CUNHA,87.00
BA,MONTE SANTO,124.00
BA,UTINGA,362.00
BA,CAMACAN,85.00
BA,MURITIBA,87.00
BA,IBICUI,85.00
BA,SALVADOR,163.00
BA,SANTA MARIA DA VITORIA,124.00
BA,ANAGE,241.00
BA,PIRITIBA,499.00
BA,CANSANCAO,91.00
BA,JITAUNA,334.00
BA,FEIRA DE SANTANA,280.00
BA,BARRA,257.00
BA,MUCURI,163.00
BA,RIACHAO DO JACUIPE,85.00
BA,SALVADOR,46.00
BA,JEQUIE,202.00
BA,SALVADOR,172.00
BA,MEDEIROS NETO,85.00
BA,SALVADOR,242.00
BA,JUSSARI,163.00
BA,SALVADOR,124.00
BA,CANARANA,131.00
BA,TEIXEIRA DE FREITAS,87.00
BA,GONGOGI,427.00
BA,XIQUE-XIQUE,251.00
BA,ILHEUS,187.00
BA,SALVADOR,351.00
BA,JAGUARIPE,172.00
BA,CAMACARI,131.00
BA,SANTALUZ,202.00
BA,ALAGOINHAS,341.00
BA,CASTRO ALVES,85.00
BA,SAO FELIX DO CORIBE,170.00
BA,SERRINHA,124.00
BA,SALVADOR,39.00
BA,SALVADOR,39.00
BA,TUCANO,131.00
BA,ANTONIO CARDOSO,327.00
BA,LIVRAMENTO DE NOSSA SENHORA,124.00
BA,BOA VISTA DO TUPIM,342.00
BA,PRADO,124.00
BA,AMERICA DOURADA,209.00
BA,CANDIBA,172.00
BA,JUAZEIRO,190.00
BA,TEIXEIRA DE FREITAS,163.00
BA,ITABUNA,163.00
BA,FEIRA DE SANTANA,163.00
BA,ITIRUCU,241.00
BA,NORDESTINA,87.00
BA,SALVADOR,163.00
BA,EUNAPOLIS,172.00
BA,TEIXEIRA DE FREITAS,85.00
BA,CRUZ DAS ALMAS,39.00
BA,SALVADOR,124.00
BA,CAMACARI,202.00
BA,SALVADOR,171.00
BA,SALVADOR,257.00
BA,AMARGOSA,134.00
BA,JUAZEIRO,124.00
BA,OLIVEIRA DOS BREJINHOS,85.00
BA,SALVADOR,85.00
BA,BROTAS DE MACAUBAS,131.00
CE,PACATUBA,163.00
CE,FORTALEZA,163.00
CE,ARACOIABA,105.00
CE,MARANGUAPE,85.00
CE,TIANGUA,124.00
CE,MISSAO VELHA,124.00
CE,VICOSA DO CEARA,209.00
CE,GUARACIABA DO NORTE,306.00
CE,BEBERIBE,178.00
CE,ITAPIPOCA,85.00
CE,ARACATI,85.00
CE,MASSAPE,241.00
CE,IBICUITINGA,85.00
CE,ICO,274.00
CE,PARACURU,85.00
CE,BATURITE,163.00
CE,VARZEA ALEGRE,427.00
CE,NOVO ORIENTE,182.00
CE,BREJO SANTO,262.00
CE,OCARA,262.00
CE,MARACANAU,124.00
CE,IRAUCUBA,124.00
CE,ITAPIUNA,124.00
CE,ICAPUI,170.00
CE,QUIXADA,39.00
CE,ARACATI,224.00
CE,SAO BENEDITO,124.00
CE,CASCAVEL,85.00
CE,VICOSA DO CEARA,178.00
CE,FORTALEZA,172.00
CE,MAURITI,85.00
CE,CARIRE,342.00
CE,FORTALEZA,78.00
CE,QUIXADA,158.00
CE,SAO BENEDITO,85.00
CE,FORTALEZA,78.00
CE,BARREIRA,321.00
CE,JUAZEIRO DO NORTE,46.00
CE,ITAPIPOCA,124.00
CE,ACOPIARA,163.00
CE,PEREIRO,85.00
CE,SANTA QUITERIA,124.00
CE,URUOCA,346.00
CE,JUAZEIRO DO NORTE,241.00
CE,OCARA,224.00
DF,BRASILIA,85.00
DF,BRASILIA,78.00
DF,BRASILIA,252.00
DF,BRASILIA,163.00
DF,BRASILIA,39.00
DF,BRASILIA,87.00
ES,CARIACICA,124.00
ES,BOM JESUS DO NORTE,39.00
ES,VIANA,326.00
ES,IBATIBA,39.00
ES,JOAO NEIVA,202.00
ES,BREJETUBA,78.00
ES,MUNIZ FREIRE,124.00
ES,VITORIA,87.00
GO,LUZIANIA,294.00
GO,PORANGATU,39.00
GO,RUBIATABA,163.00
GO,ISRAELANDIA,131.00
GO,AGUAS LINDAS DE GOIAS,139.00
GO,VALPARAISO DE GOIAS,85.00
GO,SANTA HELENA DE GOIAS,202.00
GO,TRINDADE,202.00
GO,TURVELANDIA,124.00
GO,ANAPOLIS,241.00
MA,PALMEIRANDIA,426.00
MA,SAO LUIS,210.00
MA,CENTRO DO GUILHERME,233.00
MA,COLINAS,342.00
MA,MATOES,199.00
MA,SAO BERNARDO,172.00
MA,BURITI BRAVO,249.00
MA,COROATA,107.00
MA,COLINAS,87.00
MA,CARUTAPERA,85.00
MA,PACO DO LUMIAR,209.00
MA,ESPERANTINOPOLIS,241.00
MA,PARNARAMA,342.00
MA,BREJO,396.00
MA,ACAILANDIA,241.00
MA,LAGO DOS RODRIGUES,278.00
MA,VARGEM GRANDE,256.00
MA,CENTRAL DO MARANHAO,257.00
MA,MORROS,156.00
MA,SAO JOAO DOS PATOS,247.00
MA,SAO MATEUS DO MARANHAO,233.00
MA,SAO LUIS GONZAGA DO MARANHAO,227.00
MA,ALDEIAS ALTAS,356.00
MA,TUNTUM,197.00
MA,IGARAPE DO MEIO,596.00
MA,GOVERNADOR NUNES FREIRE,157.00
MA,SANTA LUZIA DO PARUA,341.00
MA,BALSAS,124.00
MA,ESPERANTINOPOLIS,387.00
MA,SANTA HELENA,290.00
MA,TIMON,163.00
MA,CODO,124.00
MA,CAJARI,341.00
MA,LAGO DOS RODRIGUES,278.00
MA,SAO LUIS,87.00
MA,GRAJAU,39.00
MA,SAO JOSE DE RIBAMAR,176.00
MA,CODO,124.00
MA,CAXIAS,179.00
MA,SANTA HELENA,258.00
MA,PACO DO LUMIAR,170.00
MA,MONCAO,209.00
MG,SIMONESIA,78.00
MG,TEOFILO OTONI,170.00
MG,RIBEIRAO DAS NEVES,39.00
MG,BETIM,241.00
MG,BELO HORIZONTE,156.00
MG,BRASILIA DE MINAS,193.00
MG,ITAPAGIPE,85.00
MG,MEDINA,124.00
MG,VARZELANDIA,85.00
MG,CANTAGALO,256.00
MG,DIVINOPOLIS,287.00
MG,MESQUITA,124.00
MG,BELO HORIZONTE,87.00
MG,CARATINGA,39.00
MG,ESPERA FELIZ,163.00
MG,CARATINGA,124.00
MG,MALACACHETA,124.00
MG,LAGOA GRANDE,257.00
MG,VARGINHA,115.00
MG,PEDRAS DE MARIA DA CRUZ,326.00
MG,MONTES CLAROS,39.00
MG,UBERLANDIA,39.00
MG,CARANGOLA,172.00
MG,VESPASIANO,342.00
MG,PAULISTAS,172.00
MG,MONTES CLAROS,78.00
MG,BRASILANDIA DE MINAS,85.00
MG,BELO HORIZONTE,87.00
MG,BIAS FORTES,85.00
MG,BELO HORIZONTE,163.00
MG,BURITIZEIRO,163.00
MG,BETIM,85.00
MG,SERRA DO SALITRE,113.00
MG,MAMONAS,85.00
MG,TIRADENTES,78.00
MG,FLORESTAL,87.00
MG,BOTUMIRIM,426.00
MG,ICARAI DE MINAS,158.00
MG,UBERLANDIA,117.00
MG,ARACUAI,124.00
MS,TRES LAGOAS,163.00
MS,BATAGUASSU,124.00
MS,CAMPO GRANDE,39.00
MS,CAMPO GRANDE,39.00
MT,PEIXOTO DE AZEVEDO,163.00
MT,JUARA,202.00
MT,CUIABA,46.00
MT,COLNIZA,256.00
MT,LUCAS DO RIO VERDE,277.00
MT,PEIXOTO DE AZEVEDO,163.00
PA,SANTA MARIA DO PARA,85.00
PA,ABAETETUBA,168.00
PA,BELEM,170.00
PA,NOVA IPIXUNA,276.00
PA,SANTA MARIA DO PARA,124.00
PA,MOJU,85.00
PA,RONDON DO PARA,202.00
PA,BELEM,257.00
PA,BELEM,91.00
PA,BELEM,85.00
PA,OURILANDIA DO NORTE,39.00
PA,URUARA,182.00
PA,CASTANHAL,163.00
PA,MARABA,163.00
PA,IGARAPE-MIRI,85.00
PA,SOURE,171.00
PA,PACAJA,241.00
PA,ACARA,124.00
PA,CASTANHAL,85.00
PA,BELEM,241.00
PA,CAMETA,326.00
PA,OBIDOS,163.00
PA,SANTAREM,124.00
PB,CALDAS BRANDAO,257.00
PB,JURIPIRANGA,242.00
PB,TEIXEIRA,426.00
PB,SAPE,171.00
PB,SANTA RITA,221.00
PB,JUAREZ TAVORA,141.00
PB,JOAO PESSOA,163.00
PB,JOAO PESSOA,254.00
PB,MARIZOPOLIS,172.00
PB,MARCACAO,163.00
PB,ALAGOINHA,427.00
PB,CASSERENGUE,87.00
PB,ALAGOINHA,257.00
PB,SAO JOAO DO RIO DO PEIXE,256.00
PE,CONDADO,85.00
PE,ARARIPINA,85.00
PE,RECIFE,170.00
PE,SAO JOAO,253.00
PE,BOM CONSELHO,206.00
PE,BOM CONSELHO,85.00
PE,SANTA MARIA DA BOA VISTA,241.00
PE,RECIFE,39.00
PE,RECIFE,131.00
PE,BREJO DA MADRE DE DEUS,202.00
PE,POMBOS,85.00
PE,BEZERROS,85.00
PE,PAULISTA,163.00
PE,OLINDA,124.00
PE,CABO DE SANTO AGOSTINHO,163.00
PE,CUMARU,163.00
PE,EXU,416.00
PE,SALGUEIRO,169.00
PE,RECIFE,78.00
PE,CUPIRA,209.00
PE,SAO JOSE DO EGITO,226.00
PE,TRIUNFO,124.00
PE,BONITO,161.00
PE,SERRA TALHADA,124.00
PE,BARREIROS,85.00
PE,RECIFE,163.00
PE,ABREU E LIMA,124.00
PE,TACAIMBO,356.00
PE,TAQUARITINGA DO NORTE,163.00
PE,ALIANCA,257.00
PE,CUSTODIA,257.00
PE,LAGOA DO OURO,257.00
PE,IGARASSU,124.00
PE,BEZERROS,124.00
PE,OLINDA,78.00
PE,OROBO,193.00
PE,SAO VICENTE FERRER,612.00
PE,JUPI,163.00
PE,IPUBI,124.00
PE,RECIFE,163.00
PE,CABROBO,742.00
PE,GARANHUNS,124.00
PE,CARPINA,124.00
PE,SIRINHAEM,163.00
PE,ITAPETIM,131.00
PE,CASINHAS,464.00
PE,PAULISTA,124.00
PE,CHA GRANDE,124.00
PI,FRANCINOPOLIS,124.00
PI,JOAO COSTA,172.00
PI,TERESINA,170.00
PI,PORTO,583.00
PI,GUADALUPE,163.00
PI,CABECEIRAS DO PIAUI,171.00
PI,TERESINA,179.00
PI,PORTO,313.00
PI,AMARANTE,171.00
PI,PIRIPIRI,85.00
PI,BELEM DO PIAUI,172.00
PI,MADEIRO,209.00
PI,TERESINA,131.00
PI,BARRAS,338.00
PR,PONTA GROSSA,172.00
PR,GOIOXIM,78.00
PR,IBEMA,87.00
PR,CASTRO,280.00
PR,UMUARAMA,85.00
PR,CASTRO,39.00
PR,FRANCISCO BELTRAO,156.00
PR,MARINGA,87.00
PR,PARANAVAI,163.00
PR,JACAREZINHO,597.00
PR,FOZ DO JORDAO,156.00
PR,CONSELHEIRO MAIRINCK,87.00
PR,CURITIBA,257.00
PR,GUARAPUAVA,124.00
PR,SIQUEIRA CAMPOS,171.00
PR,SAO JOSE DOS PINHAIS,39.00
PR,WENCESLAU BRAZ,85.00
PR,RIO BRANCO DO SUL,163.00
RJ,QUEIMADOS,202.00
RJ,RIO DE JANEIRO,87.00
RJ,RIO DE JANEIRO,148.00
RJ,RIO DE JANEIRO,195.00
RJ,BELFORD ROXO,85.00
RJ,VOLTA REDONDA,171.00
RJ,RIO DE JANEIRO,202.00
RJ,RIO DE JANEIRO,105.00
RJ,DUQUE DE CAXIAS,124.00
RJ,TANGUA,257.00
RJ,NITEROI,233.00
RJ,ITAOCARA,124.00
RJ,RIO DE JANEIRO,280.00
RJ,RIO DE JANEIRO,85.00
RJ,SAO JOAO DE MERITI,78.00
RJ,MIRACEMA,241.00
RJ,RIO DE JANEIRO,78.00
RJ,RIO DAS OSTRAS,170.00
RJ,RIO DE JANEIRO,181.00
RJ,RIO DE JANEIRO,163.00
RJ,PETROPOLIS,39.00
RJ,RIO DE JANEIRO,39.00
RJ,SAO GONCALO,172.00
RJ,DUQUE DE CAXIAS,85.00
RJ,ARARUAMA,296.00
RJ,BELFORD ROXO,78.00
RJ,DUQUE DE CAXIAS,39.00
RJ,SAO JOAO DE MERITI,202.00
RJ,RIO DE JANEIRO,124.00
RJ,DUQUE DE CAXIAS,163.00
RJ,RIO DE JANEIRO,39.00
RN,SANTO ANTONIO,85.00
RN,APODI,193.00
RN,JUCURUTU,256.00
RN,NATAL,85.00
RN,IPANGUACU,117.00
RN,MACAIBA,124.00
RN,SAO MIGUEL,151.00
RN,APODI,302.00
RN,SERRA CAIADA,347.00
RO,PORTO VELHO,124.00
RR,BOA VISTA,281.00
RS,PAROBE,39.00
RS,OSORIO,146.00
RS,SAO MARCOS,117.00
RS,PORTO ALEGRE,172.00
RS,ROSARIO DO SUL,202.00
RS,HULHA NEGRA,341.00
RS,RIO GRANDE,209.00
RS,VIAMAO,172.00
RS,TRAMANDAI,177.00
RS,BOM PROGRESSO,256.00
RS,SANTANA DO LIVRAMENTO,330.00
RS,BAGE,46.00
RS,CANOAS,202.00
SC,ITAJAI,78.00
SC,SAO JOSE,172.00
SC,JOINVILLE,172.00
SC,BLUMENAU,172.00
SC,VIDEIRA,78.00
SC,CANELINHA,426.00
SC,JOACABA,87.00
SE,PACATUBA,241.00
SE,TOBIAS BARRETO,85.00
SE,CARIRA,87.00
SE,NOSSA SENHORA DAS DORES,163.00
SE,JAPOATA,124.00
SE,ARACAJU,163.00
SE,SANTANA DO SAO FRANCISCO,85.00
SE,ARACAJU,124.00
SE,PEDRINHAS,85.00
SE,BREJO GRANDE,85.00
SP,EMBU,377.00
SP,RIBEIRAO PRETO,163.00
SP,CAMPINAS,202.00
SP,ITU,427.00
SP,PRATANIA,257.00
SP,SAO CARLOS,124.00
SP,SAO PAULO,78.00
SP,SAO PAULO,85.00
SP,MONTE MOR,217.00
SP,SAO PAULO,78.00
SP,ANDRADINA,242.00
SP,GUARULHOS,163.00
SP,TATUI,512.00
SP,BATATAIS,209.00
SP,RIBEIRAO PIRES,39.00
SP,SAO PAULO,78.00
SP,SAO PAULO,39.00
SP,SAO JOSE DOS CAMPOS,256.00
SP,CESARIO LANGE,163.00
SP,SAO PAULO,124.00
SP,VOTORANTIM,176.00
SP,SAO PAULO,218.00
SP,SAO PAULO,272.00
SP,GUARULHOS,124.00
SP,SANTO ANDRE,281.00
SP,LOUVEIRA,342.00
SP,SAO PAULO,78.00
SP,DIADEMA,218.00
SP,GUARULHOS,124.00
SP,DIADEMA,158.00
SP,SANTOS,170.00
SP,SAO PAULO,163.00
SP,MOGI DAS CRUZES,163.00
SP,ITAPEVI,163.00
SP,PANORAMA,202.00
SP,SAO PAULO,238.00
SP,SAO PAULO,163.00
SP,SAO PAULO,172.00
SP,SAO PAULO,85.00
SP,ITAQUAQUECETUBA,85.00
SP,SAO PAULO,78.00
SP,SAO PAULO,124.00
SP,SAO PAULO,85.00
SP,TABOAO DA SERRA,218.00
SP,DUARTINA,202.00
SP,IGUAPE,124.00
SP,GUARULHOS,124.00
SP,EMBU,202.00
SP,SAO PAULO,209.00
TO,SANTA TEREZINHA DO TOCANTINS,46.00
